CalId;C¢digo NL;C¢digo RL;"N. RLs
Revisados";Texto do Requisito Legal;Soluá∆o;Hip¢tese de Incidància;"E / OU
(HIs)";Respons†vel pela Revis∆o;Respons†vel pela Alteraá∆o;Trecho da Carta de Atualizaá∆o;Data da Conclus∆o;Respons†vel pela Solicitaá∆o
;NL17219;RL593;1; RL593 Os estabelecimentos de bebidas disp‰em de respons†vel tÇcnico pela produá∆o, manipulaá∆o e padronizaá∆o, com qualificaá∆o profissional e registro no respectivo conselho profissional?;"Inserida a HI:
HI6497 Produzir e/ou comercializar vinho e/ou derivados da uva e do vinho

Exclu°da a HI:
 HI4755 Fabricar, produzir, importar, exportar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas";HI6497 Produzir e/ou comercializar vinho e/ou derivados da uva e do vinho;E;Rafael C.;Rafael C.;"Item relativo a Lei Federal 7.678, de 08 de novembro de 1998, que disciplina a produá∆o, circulaá∆o e comercializaá∆o do vinho e derivados da uva e do vinho.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";16.10.2019;"AndrÇ Oliveira
16.10.2019"
;NL13345;RL2880;1; RL2880 Foram obtidos registros da marca e patente dos produtos/invená‰es?;"Inserida a HI:
HI5428 Exercer atividades industriais

Exclu°da a HI:
HI5087 Utilizar programas de computador";HI5428 Exercer atividades industriais;E;Rafael C.;Rafael C.;"Item relativo a Lei 9.279, de 14 de maio de 1996, que regula direitos e obrigaá‰es relativos Ö propriedade industrial.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";17.10.2019;"Wesley Pereira
10.10.2019"
;NL14400;RL12622;1;RL12622 Foi instalado equipamento de filtragem para o lanáamento de efluentes na rede de esgoto?;"Inserida a HI:
HI5199 Gerar res°duo de ¢leo ou gordura (vegetal ou animal) de uso culin†rio";"HI5199 Gerar res°duo de ¢leo ou gordura (vegetal ou animal) de uso culin†rio
HI5899 Lanáar efluentes l°quidos em rede coletora p£blica";E;Rafael C.;Rafael C.;"Item relativo a Lei 4.961, de 03 de dezembro de 2008, que pro°be o lanáamento de ¢leos comest°veis na rede de esgoto e e de †guas pluviais do Munic°pio do Rio de Janeiro.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";17.10.2019;"Amanda
15.10.2019"
;NL18618;RL5494;1;RL5494 Na gest∆o e gerenciamento de res°duos s¢lidos, Ç observada a seguinte ordem de prioridade: n∆o geraá∆o, reduá∆o, reutilizaá∆o, reciclagem, tratamento dos res°duos s¢lidos e disposiá∆o final ambientalmente adequada dos rejeitos?;"Inserida a HI:
HI5199 Gerar res°duo de ¢leo ou gordura (vegetal ou animal) de uso culin†rio";"HI5199 Gerar res°duo de ¢leo ou gordura (vegetal ou animal) de uso culin†rio
HI4881 Gerar res°duos";E;Rafael C.;Rafael C.;"Item relativo a Lei Municipal 18.194, de 16 de dezembro de 2015, que estabelece a proibiá∆o de estabelecimentos comerciais, industriais e prestadores de serviáos de descartarem ¢leos ou gorduras no meio ambiente no Munic°pio de Recife - PE.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";17.10.2019;"Amanda
15.10.2019"
;NL10930;RL19488;1;RL19488 Foi implantado sistema de log°stica reversa para embalagens de tintas usadas na construá∆o civil?;"Criado novo contexto e Inserida a HI:
HI5489 Gerar res°duos de tintas, vernizes e solventes";HI5489 Gerar res°duos de tintas, vernizes e solventes;E;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o CONAMA 307, de 05 de julho de 2002, que estabelece diretrizes, critÇrios e procedimentos para a gest∆o dos res°duos da construá∆o civil, disciplinando as aá‰es necess†rias de forma a minimizar os impactos ambientais.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";17.10.2019;"Amanda
15.10.2019"
;NL18211;"RL19677
RL4136
RL10503";3;"RL19677 ê atendida a proibiá∆o de realizar o transporte de caáambas estacion†rias carregadas que estiverem com o seu limite volumÇtrico ultrapassado?
RL4136 As empresas contratadas para fornecimento de caáambas destinadas Ö remoá∆o e transporte de res°duos da construá∆o civil e res°duos volumosos s∆o licenciadas e/ou cadastradas pelo ¢rg∆o municipal competente?

RL10503 O transporte de s¢lidos a granel em vias abertas Ö circulaá∆o p£blica em ve°culos com carroceria n∆o inteiramente fechada Ç realizado em ve°culos com carroáarias de guardas laterais fechadas ou dotadas de telas met†licas com malhas de dimens‰es que impeáam o derramamento de fragmentos do material transportado, permanecendo a carga totalmente coberta por lonas ou dispositivos similares? (Nota Ius Natura: as lonas ou dispositivos de cobertura devem possibilitar acionamento manual, mecÉnico ou autom†tico; estar devidamente ancorados Ö carroáaria do ve°culo; cobrir totalmente a carga transportada de forma eficaz e segura; e estar em bom estado de conservaá∆o, de forma a evitar o derramamento da carga transportada. Nota Ius Natura 2: o equipamento de rodagem deve ser limpo antes de atingir a via p£blica)";"Criado novo contexto para os RLs

Inseridas as HI:
 HI5427 Prestar serviáo de destinaá∆o de res°duos mediante utilizaá∆o de caáambas
HI5204 Utilizar caáambas para deposiá∆o e transporte de res°duos da construá∆o civil

Inserida a HI:
HI5179 Transportar e/ou contratar o transporte de res°duos de construá∆o civil

Exclu°da a HI:
HI5247 Transportar e/ou contratar o transporte rodovi†rio de carga a granel";" HI5427 Prestar serviáo de destinaá∆o de res°duos mediante utilizaá∆o de caáambas
HI5204 Utilizar caáambas para deposiá∆o e transporte de res°duos da construá∆o civil";OU;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o INEA 114, de 17 de abril de 2015, que aprova a Norma Operacional 27 (NOP-INEA-27), que disciplina o licenciamento ambiental das atividades de coleta e transporte rodovi†rio de Res°duos da Construá∆o Civil - RCC, no Estado do Rio de Janeiro.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";17.10.2019;"Amanda
15.10.2019"
;NL13347;"RL11454
RL11466
RL11463
RL11458
RL11452
RL11456
RL11453
RL11457
RL11467
RL11461
RL11460
RL11464
RL11465
RL11468
RL11462";15;Vide RLs;"Criada e inserida a HI:
HI11930 Produzir mel∆o

Exclu°das as HIs:
HI4755 Fabricar, produzir, importar, exportar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas
HI5616 Produzir frutas";HI11930 Produzir mel∆o;E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa MAPA 36, de 18 de junho de 2008, que aprova Normas TÇcnicas Espec°ficas para a Produá∆o integrada de Mel∆o ? NTEPI.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";17.10.2019;Lucas Latorre e-mail 16.10.2019
;NL11515;"RL4930

RL4918
RL4979
RL4924
RL4983
RL4928
RL4929
RL4976
RL3245
RL4964
RL3251
RL4963
RL4965
RL19017
RL4967
RL4968
RL4966
RL3246
RL4972
RL19023
RL19024
RL3248
RL4973
RL4974
RL4989
RL19025
RL19027
RL3250
RL4975
RL4980";30;"RL4930 Na operaá∆o com inflam†veis e l°quidos combust°veis, em instalaá‰es de processo cont°nuo de produá∆o e de Classe III, o efetivo de trabalhadores foi dimensionado de forma suficiente para a realizaá∆o das tarefas operacionais com seguranáa? (Nota Ius Natura: os critÇrios e parÉmetros adotados para o dimensionamento do efetivo de trabalhadores devem estar documentados.)

Segundo Contexto vide RLs";"Exclu°da a HI:
HI5656 Possuir instalaá‰es de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis (l°quidos e gases) e l°quidos combust°veis n∆o enquadradas como classe I, II ou III

Segundo contexto:
Exclu°da a HI:
HI5656 Possuir instalaá‰es de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis (l°quidos e gases) e l°quidos combust°veis n∆o enquadradas como classe I, II ou III
";"HI7225 Possuir instalaá‰es de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis (l°quidos e gases) e l°quidos combust°veis enquadradas como Classe III

HI7223 Possuir instalaá‰es de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis (l°quidos e gases) e l°quidos combust°veis enquadradas como Classe I
HI7224 Possuir instalaá‰es de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis (l°quidos e gases) e l°quidos combust°veis enquadradas como Classe II
HI7225 Possuir instalaá‰es de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis (l°quidos e gases) e l°quidos combust°veis enquadradas como Classe III";OU;Rafael C.;Rafael C.;"Item relativo a Norma Regulamentadora -  NR 20, que estabelece requisitos m°nimos para a gest∆o da seguranáa e sa£de no trabalho contra os fatores de risco de acidentes provenientes das atividades de extraá∆o, produá∆o, armazenamento, transferància, manuseio e manipulaá∆o de inflam†veis e l°quidos combust°veis.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";18.10.2019;Carol > Amanda > 16.10.2019
;NL18115ˇ;"RL19151
RL19150
RL19153
RL19152
RL19154
RL19155
RL19156
RL19157
RL19158
RL19159
RL19163
RL19160
RL19161
RL19162
RL19164
RL19166
RL19167
RL19165
RL19168
RL19169
RL19176
RL19170
RL19172
RL19174
RL19171
RL19173
RL19175
RL19178
RL19179
RL19177
RL19181
RL19180
RL19183
RL19182
RL19184
RL19185
RL19186
RL19189
RL19187
RL19188
RL19194
RL19190
RL19193
RL19191
RL19192
RL19197
RL19196
RL19195
RL19203
RL19204
RL19205
RL19209
RL19206
RL19208
RL19212
RL19213
RL19214
RL19216 
RL19215
RL19217
RL19224
RL19220
RL19219
RL19221
RL19218
RL19223
RL19222
RL19226
RL19227
RL19228
RL19229
RL19225";72;vide rls;"Primeiro contexto

Inserida a HI:
HI5892 Possuir ou contratar academias, centros esportivos e/ou clubes recreativos

Exclu°da a HI:
HI5748 Exercer atividades no Munic°pio de S∆o Paulo/SP

Èltimo contexto:
Exclu°da a HI:
HI5892 Possuir ou contratar academias, centros esportivos e/ou clubes recreativo
";"Primeiro contexto:
 HI5892 Possuir ou contratar academias, centros esportivos e/ou clubes recreativos

Segundo contexto:
HI6806 Possuir sauna

Terceiro contexto:
HI6433 Possuir piscinas coletivas e/ou p£blicas";E;Rafael C.;Rafael C.;"Item relativo a Portaria SMS.G 1.101, de 20 de junho de 2015, que Aprova Regulamento TÇcnico que estabelece as condiá‰es higiànico-sanit†rias para os estabelecimentos que prestam serviáos relativos Ös lutas esportivas, gin†sticas, musculaá∆o, nataá∆o, saunas e outras atividades em academias, clubes esportivos, clubes recreativos, entre outros, no Munic°pio de S∆o Paulo - SP.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";18.10.2019;Carol > Amanda > 16.10.2019
;NL11503;RL31203;1; RL31203 Foi constitu°do um SESMT comum, nos moldes do item 4.14, quando a empresa contratante e as outras por ela contratadas n∆o se enquadram no Quadro II anexo, mas o n£mero total de empregados de ambas, no estabelecimento, atingem os limites dispostos no Quadro?;"Exclu°da a HI:
HI4847 Estar desobrigado a constituir SESMT";HI5200 Constituir SESMT Comum com contratadas;E;Rafael C.;Rafael C.;"Item relativo a Norma Regulamentadora - NR 4, disciplina os Serviáos Especializados em Seguranáa e Medicina do Trabalho - SESMT.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";18.10.2019;"Lucas Latorre
"
;NL43163;RL33923;1;RL33923 S∆o atendidas as disposiá‰es da Norma TÇcnica para Atuaá∆o da Equipe de Enfermagem em Sa£de Mental e Psiquiatria? ;"Criada a HI:
 
HI11936 Prestar e/ou executar atividades na †rea da enfermagem em Sa£de Mental e Psiquiatria

Exclu°da a HI:
HI6856 Prestar e/ou executar atividades na †rea da enfermagem";"
HI11936 Prestar e/ou executar atividades na †rea da enfermagem em Sa£de Mental e Psiquiatria";E;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o COFEN 599, de 19 de dezembro de 2018, que aprova Norma TÇcnica para Atuaá∆o da Equipe de Enfermagem em Sa£de Mental e Psiquiatria.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";24.10.2019;"Lucas Latorre
18.10.2019
"
;NL44461;"RL35226
RL35227
RL35228";3;"RL35226 S∆o atendidas as exigàncias estabelecidas no Regulamento TÇcnico da Qualidade para produtos para Tratamento Ac£stico ou Isolamento TÇrmico para uso na Construá∆o Civil? ( Nota Ius Natura: prazos para atendimento Ö norma: 01.04.2020 para fabricaá∆o e importaá∆o em conformidade com a norma; 01.10.2020 para comercializaá∆o por fabricantes e importadores; 01.04.2021, para os demais comerciantes 
e distribuidores.)
Nota:
Portaria INMETRO 149/19
RL35227 A classificaá∆o e a marcaá∆o dos produtos para tratamento ac£stico ou isolamento tÇrmico s∆o aplicados aos produtos acabados, considerando a sua aplicaá∆o de uso final?
Nota:
Portaria INMETRO 149/19
RL35228 Os produtos acabados destinados exclusivamente Ö exportaá∆o s∆o embalados e identificados inequivocamente para esse fim, com documentaá∆o comprobat¢ria da sua destinaá∆o? 
Nota:
Portaria INMETRO 149/19";dividida a HI11674 em duas, uma com apenas o verbo fabricar e outra com o verbo importar. ;"HI11674 Fabricar produtos para tratamento ac£stico ou isolamento tÇrmico para uso na construá∆o civil
HI11938 Importar produtos para tratamento ac£stico ou isolamento tÇrmico para uso na construá∆o civil";OU;Rafael C.;Rafael C.;"Item relativo a Portaria INMETRO 149, de 26 de maráo de 2019, que Aprova o Regulamento TÇcnico para Produtos para Tratamento Ac£stico ou Isolamento TÇrmico para uso na Construá∆o Civil.
Nota Ius Natura 1: norma aplic†vel para os fabricantes, importadores e fornecedor de serviáo de aplicaá∆o de produtos in-situ.
Nota Ius Natura 2: n∆o aplic†vel aos produtos para tratamento ac£stico ou isolamento tÇrmico que se destinem exclusivamente Ö exportaá∆o.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";24.10.2019;"Leìnidas
21.10.2019"
;NL23985;"RL15080
RL15081";2;" RL15080 S∆o apresentados mapas trimestrais de toda movimentaá∆o com produtos controlados atÇ o dÇcimo dia £til ap¢s o tÇrmino de cada trimestre, conforme os modelos estabelecidos nos Anexos I, II, II e IV e as orientaá‰es previstas na Portaria DPCRD 27/13?
RL15081 Os mapas trimestrais s∆o assinados por qu°mico respons†vel ou por representante legal qualificado?";"Criada e inserida a HI:
HI11971 Exercer atividades no Munic°pio de Diadema/SP";"HI11971 Exercer atividades no Munic°pio de Diadema/SP
HI5840 Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e ou contratar serviáos que envolvam a utilizaá∆o de explosivos, armas, muniá‰es e outros produtos controlados pela Pol°cia Civil do Estado de S∆o Paulo";E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa SPC 001, de 11 de julho de 2017, que estabelece, no Émbito do Setor de Produtos Controlados do Munic°pio de Diadema - SP, procedimentos a serem adotados pelas empresas quanto Ö entrega dos mapas trimestrais de movimentaá∆o de produtos qu°micos controlados Ö Delegacia Seccional de Pol°cia de Diadema, no Estado de S∆o Paulo.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";18.11.2019;"Gabriel P¢s venda
e-mail 21.10.2019"
;NL42128;;;Norma para conhecimento;"Criada a inserida a HI:
HI11972 Exercer atividade de industrializaá∆o de bens destinados Ö exploraá∆o, ao desenvolvimento e Ö produá∆o de petr¢leo, de g†s natural e de outros hidrocarbonetos fluidos 

Exclu°das as HIs:
HI6398 Exercer atividades de operador portu†rio em recintos alfandegados 
HI6460 Exercer atividades de operador portu†rio, aeroportu†rio e/ou de postos de fronteira de recintos alfandegados"; HI11972 Exercer atividade de industrializaá∆o de bens destinados Ö exploraá∆o, ao desenvolvimento e Ö produá∆o de petr¢leo, de g†s natural e de outros hidrocarbonetos fluidos;;Rafael C.;Rafael C.;"Item relativo ao Decreto Federal 9.537, de 24 de outubro de 2018, que institui o regime especial de industrializaá∆o de bens destinados Ö exploraá∆o, ao desenvolvimento e Ö produá∆o de petr¢leo, de g†s natural e de outros hidrocarbonetos fluidos - Repetro-Industrializaá∆o.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";18.11.2019;"AndrÇ
21.10.2019"
;NL21596;RL30740;1;" RL30740 S∆o atendidas as exigàncias relacionadas a obras, dragagens e extraá∆o mineral previstas nos itens 0606 a 0610? (Nota Ius Natura: as exigàncias abrangem obras em vias naveg†veis; barragens e eclusas; dragagens; extraá∆o de minerais; e atualizaá∆o de documentos n†uticos.)";"Alterado o tipo de avaliaá∆o de contexto para (E)

Exclu°da a HI:
HI5052 Realizar atividades de dragagem";"HI6676 Exercer atividades a bordo de embarcaá‰es e/ou instalaá‰es costeiras na †rea de jurisdiá∆o da Capitania dos Portos do Rio Grande do Sul
 HI6142 Exercer atividades relacionadas a obras sob e Ös margens das †guas, Ö extraá∆o de minerais, dragagens e estabelecimento de b¢ias de amarraá∆o em mar aberto ou vias naveg†veis interiores";E;Rafael C.;Rafael C.;"Item relativo a Portaria CPRS  39, de 10 de outubro de 2017, que aprova as Normas e Procedimentos para a Capitania dos Portos (NPCP) na †rea de jurisdiá∆o da Capitania dos Portos do Rio Grande do Sul.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";18.11.2019;"AndrÇ
21.10.2019"
;NL18625;"RL20818
RL20820
RL20812
RL20819";4;"RL20818 O importador ou comercializador de brometo de metila apresenta relat¢rio de importaá∆o e de comercializaá∆o ao IBAMA, por meio do Cadastro TÇcnico Federal de Atividades Potencialmente Poluidoras e Utilizadoras de Recursos Ambientais - CTF/APP?
 RL20820 O importador ou comercializador de brometo de metila apresenta relat¢rio de importaá∆o e de comercializaá∆o trimestralmente Ö Secretaria de Defesa Agropecu†ria do MAPA?
RL20812 A aplicaá∆o de brometo de metila nas operaá‰es de fumigaá∆o Ç realizada na presenáa do respons†vel tÇcnico acompanhado de pelo menos um operador habilitado e treinado pela empresa que importa, exporta, comercializa, transporta, armazena ou presta serviáos na aplicaá∆o do produto?
RL20819 O prestador de serviáo autorizado a realizar fumigaá∆o com brometo de metila em tratamentos fitossanit†rios com fins quarenten†rios apresenta relat¢rio trimestral de quantidades utilizadas Ö representaá∆o do MAPA na Unidade da Federaá∆o onde se encontra sediado, conforme orientaá‰es do art. 11?
";"Criadas as HIs:
HI11976 Comercializar brometo de metila para uso em tratamento fitossanit†rio com fins quarenten†rios
HI11975 Importar brometo de metila para uso em tratamento fitossanit†rio com fins quarenten†rios

Exclu°da a HI:
HI5843 Produzir, selecionar, tratar, acondicionar, armazenar, embalar, transportar, comercializar e/ou manipular produtos e subprodutos de origem vegetal

Criada a HI:
 HI11974 Prestar serviáo de fumigaá∆o com brometo de metila em tratamentos fitossanit†rios com fins quarenten†rios";"HI11976 Comercializar brometo de metila para uso em tratamento fitossanit†rio com fins quarenten†rios
HI11975 Importar brometo de metila para uso em tratamento fitossanit†rio com fins quarenten†rios

HI6551 Realizar ou contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira

HI11974 Prestar serviáo de fumigaá∆o com brometo de metila em tratamentos fitossanit†rios com fins quarenten†rios";;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa Conjunta SDA/MAPA 02, de 14 de dezembro de 2015, que autoriza o uso de brometo de metila exclusivamente em tratamento fitossanit†rio com fins quarenten†rios nas operaá‰es de importaá∆o e de exportaá∆o.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";19.11.2019;L°via > Leìnidas 22.10.2019
;NL12080;RL9288;1;RL9288 ê proibida a utilizaá∆o de agrot¢xicos organoclorados em suas instalaá‰es?;"Inserida a HI:
HI4757 Exercer atividades em zonas costeira";"HI4757 Exercer atividades em zonas costeiras
HI5716 Produzir, importar, exportar, comercializar, transportar, utilizar ou contratar prestadores de serviáos para aplicaá∆o de agrot¢xicos e afins";E;Rafael C.;Rafael C.;"Item relativo a Lei Estadual 10.019, de 03 de julho de 1998, que disp‰e sobre o Plano Estadual de Gerenciamento Costeiro. Pro°be, em toda a Zona Costeira a utilizaá∆o de agrot¢xicos organoclorados.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";19.11.2019;"Lucas Latorre
06.11.2019"
;NL19380;"RL23638
RL23639
RL23643
RL23640
RL23641
RL23642
RL23644
RL23646
RL23645
RL23647
RL22358
RL22356
RL22357
RL23653
RL23654
RL23650";16;Vide Rls;"Criada e inserida a HI:
HI11977 Possuir estaá∆o quarenten†ria para tratamento fitossanit†rio

Exclu°da a HI:
HI6551 Realizar ou contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira";HI11977 Possuir estaá∆o quarenten†ria para tratamento fitossanit†rio;E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa MAPA 29, de 24 de agosto de 2016, que institui a norma tÇcnica para estrutura, credenciamento e operaá∆o de Estaá∆o Quarenten†ria de artigo regulamentado (qualquer vegetal, parte de vegetal, produto vegetal, solo e qualquer outro organismo ou outro produto capaz de abrigar ou disseminar pragas).

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";19.11.2019;"Renata
12.11.2019"
;NL18309;"RL20044
RL20042
RL20045
RL20041
RL20046
RL20043
RL20047
RL25267
RL25269
RL25268
RL25272
RL25273
RL25277
RL25274
RL25275
RL25276
RL25278
RL25280";18;Vide Rls;"Desdobramento de contextos de incidància e exclus∆o da HI abrangente (HI6551 Realizar ou contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira)
Criadas as HIs:
HI11974 Contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira
HI11979 Realizar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira
HI11978 Adquirir embalagens, suportes ou peáas de madeira em bruto destinadas ao acondicionamento de mercadorias e/ou produtos importados ou exportados
HI11980 Fabricar embalagens, suportes ou peáas de madeira em bruto destinadas ao acondicionamento de mercadorias e/ou produtos importados ou exportados";"HI11980 Fabricar embalagens, suportes ou peáas de madeira em bruto destinadas ao acondicionamento de mercadorias e/ou produtos importados ou exportados

HI11979 Realizar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira

HI11978 Adquirir embalagens, suportes ou peáas de madeira em bruto destinadas ao acondicionamento de mercadorias e/ou produtos importados ou exportados
HI11974 Contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira
HI6551 Realizar ou contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira
HI11979 Realizar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira

HI11981 Importar produtos comercializados em embalagens de madeira

 HI11722 Possuir e/ou operar recintos alfandegados e/ou autorizados a operar com mercadorias sob controle aduaneiro

 HI11981 Importar produtos comercializados em embalagens de madeira
HI11722 Possuir e/ou operar recintos alfandegados e/ou autorizados a operar com mercadorias sob controle aduaneiro";E / OU;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa MAPA 32, de 23 de setembro de 2015, que estabelece procedimentos de fiscalizaá∆o e certificaá∆o fitossanit†ria de embalagens, suportes ou peáas de madeira, em bruto, que ser∆o utilizadas como material para confecá∆o de embalagens e suportes, destinados ao acondicionamento de mercadorias importadas ou exportadas pelo Brasil.

Adota as diretrizes da Norma Internacional para Medidas Fitossanit†rias no 15 - NIMF 15 e adota a marca internacional definida pela CIPV, denominada marca IPPC.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";20.11.2019;"Leìnidas
11.11.2019"
;NL17671;RL18143;1;RL18143 ê atendida a proibiá∆o de realizar captura, transporte, armazenamento, guarda, manejo, beneficiamento e comercializaá∆o das espÇcies constantes da Lista Nacional Oficial de EspÇcies da Fauna Ameaáadas de Extiná∆o, nos termos do art. 2ß? (Nota Ius Natura: n∆o se aplica para peixes e invertebrados aqu†ticos.);"Inserida a HI:
HI5921 Realizar manejo e/ou exploraá∆o de espÇcies da fauna silvestre";"HI5920 Exercer atividades com potencial impacto a espÇcies da fauna
HI5921 Realizar manejo e/ou exploraá∆o de espÇcies da fauna silvestre";E;Rafael C.;Rafael C.;"Item relativo a Portaria MMA 444, de 17 de dezembro de 2014, que institui a ""Lista Nacional Oficial de EspÇcies da Fauna Ameaáadas de Extiná∆o"", que trata de mam°feros, aves, rÇpteis, anf°bios e invertebrados terrestres e indica o grau de risco de extiná∆o de cada espÇcie. N∆o se aplica para peixes e invertebrados aqu†ticos e determina que as espÇcies constantes da Lista classificadas nas categorias Extintas na Natureza (EW), Criticamente em Perigo (CR), Em Perigo (EN) e Vulner†vel (VU) ficam protegidas de modo integral, incluindo, entre outras medidas, a proibiá∆o de captura, transporte, armazenamento, guarda, manejo, beneficiamento e comercializaá∆o.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";21.11.2019;"Leìnidas
11.11.2019"
;NL11001;RL21029;1;RL21029 A aplicaá∆o de brometo de metila em embalagens ou suportes de madeira com vistas Ö exportaá∆o Ç realizada por empresas habilitadas e credenciadas no MAPA, sob acompanhamento e supervis∆o de Respons†vel TÇcnico?;"Inseridas as HIs:
HI11980 Fabricar embalagens, suportes ou peáas de madeira em bruto destinadas ao acondicionamento de mercadorias e/ou produtos importados ou exportados
 HI11979 Realizar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira

Exclu°das as HIs:
 HI5843 Produzir, selecionar, tratar, acondicionar, armazenar, embalar, transportar, comercializar e/ou manipular produtos e subprodutos de origem vegetal
HI6551 Realizar ou contratar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira";"HI11980 Fabricar embalagens, suportes ou peáas de madeira em bruto destinadas ao acondicionamento de mercadorias e/ou produtos importados ou exportados
 HI11979 Realizar serviáo de tratamento fitossanit†rio-fumigaá∆o com fins quarenten†rios, no trÉnsito internacional de vegetais, partes de vegetais, seus produtos, subprodutos e embalagens de madeira";OU;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa SDA 19, de 07 de julho de 2005, que regulamenta a aplicaá∆o do brometo de metila nas fumigaá‰es em in°cio de trÉnsito de mercadorias em embalagens e suportes de madeira, com vistas Ö exportaá∆o.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";21.11.2019;"Leìnidas
11.11.2019"
